gene,compound
PTPN2,Ro-20-1724
KCNQ2,Ro-20-1724
ITGB2,Ro-20-1724
S1PR1,Ro-20-1724
FOXM1,Ro-20-1724
MAPK14,Ro-20-1724
SLCO2B1,Ro-20-1724
KCNN4,Ro-20-1724
GRIN2A,Ro-20-1724
CACNB4,Ro-20-1724
HSP90AB1,Ro-20-1724
CSK,Ro-20-1724
AKR1C1,Ro-20-1724
CHRM2,Ro-20-1724
TGFBR1,Ro-20-1724
TGM2,Ro-20-1724
CDK4,Ro-20-1724
LPAR1,Ro-20-1724
CHRM3,Ro-20-1724
UGT1A9,Ro-20-1724
HPGDS,Ro-20-1724
ADORA2A,Ro-20-1724
CCND1,Ro-20-1724
KCNN1,Ro-20-1724
ABL1,Ro-20-1724
SSTR2,Ro-20-1724
HSP90AA1,Ro-20-1724
TUBB4B,Ro-20-1724
EZH2,Ro-20-1724
PNLIP,Ro-20-1724
CYP2A6,Ro-20-1724
CSF1R,Ro-20-1724
S100B,Ro-20-1724
PDE7A,Ro-20-1724
AURKB,Ro-20-1724
CDC25A,Ro-20-1724
KCNK1,Ro-20-1724
CA14,Ro-20-1724
ICAM1,Ro-20-1724
GPR55,Ro-20-1724
OPRM1,Ro-20-1724
VEGFA,Ro-20-1724
ADH1C,Ro-20-1724
KCTD16,Ro-20-1724
CYP3A4,Ro-20-1724
AVPR1A,Ro-20-1724
MAPK8,Ro-20-1724
TNNC1,Ro-20-1724
GABRB2,Ro-20-1724
MMP2,Ro-20-1724
RET,Ro-20-1724
NAMPT,Ro-20-1724
CASP3,Ro-20-1724
KRAS,Ro-20-1724
BTK,Ro-20-1724
SLC29A1,Ro-20-1724
FFAR4,Ro-20-1724
PPARD,Ro-20-1724
BAX,Ro-20-1724
RGS4,Ro-20-1724
CDK7,Ro-20-1724
PPAT,Ro-20-1724
KCNJ1,Ro-20-1724
ATP5F1D,Ro-20-1724
PDPK1,Ro-20-1724
IGF1R,Ro-20-1724
MET,Ro-20-1724
GLRA3,Ro-20-1724
PIK3CG,Ro-20-1724
TBXAS1,Ro-20-1724
PLD1,Ro-20-1724
DHH,Ro-20-1724
AKT1,Ro-20-1724
CDK2,Ro-20-1724
PARP3,Ro-20-1724
PLK1,Ro-20-1724
ATM,Ro-20-1724
IMPDH1,Ro-20-1724
TUBB3,Ro-20-1724
BRAF,Ro-20-1724
HBB,Ro-20-1724
LYN,Ro-20-1724
ANXA1,Ro-20-1724
CCR1,Ro-20-1724
ALK,Ro-20-1724
HDAC3,Ro-20-1724
PTGIR,Ro-20-1724
RPL23A,Ro-20-1724
FLT3,Ro-20-1724
MME,Ro-20-1724
CTSG,Ro-20-1724
PAK4,Ro-20-1724
GPR119,Ro-20-1724
SCNN1G,Ro-20-1724
GJB4,Ro-20-1724
S1PR4,Ro-20-1724
IL1B,Ro-20-1724
F10,Ro-20-1724
ELANE,Ro-20-1724
RPL3,Ro-20-1724
ERBB2,Ro-20-1724
AKR1B1,Ro-20-1724
GUCY1B1,Ro-20-1724
ADRA2B,Ro-20-1724
HCK,Ro-20-1724
P3H1,Ro-20-1724
CA5A,Ro-20-1724
DCK,Ro-20-1724
TNF,Ro-20-1724
RNASE1,Ro-20-1724
PTGIS,Ro-20-1724
PRKCE,Ro-20-1724
FPR1,Ro-20-1724
FGF1,Ro-20-1724
CDK9,Ro-20-1724
KDR,Ro-20-1724
EDNRB,Ro-20-1724
ASIC1,Ro-20-1724
JAK1,Ro-20-1724
PLA2G1B,Ro-20-1724
BRD4,Ro-20-1724
TUBB,Ro-20-1724
AGER,Ro-20-1724
S1PR2,Ro-20-1724
PDE4D,Ro-20-1724
CHEK2,Ro-20-1724
PAK1,Ro-20-1724
HDAC6,Ro-20-1724
DYRK1B,Ro-20-1724
USP1,Ro-20-1724
CYP1A2,Ro-20-1724
CACNG1,Ro-20-1724
HTR2C,Ro-20-1724
DNMT3A,Ro-20-1724
PORCN,Ro-20-1724
GAA,Ro-20-1724
PRKCB,Ro-20-1724
PTK2B,Ro-20-1724
CLK1,Ro-20-1724
CACNA2D3,Ro-20-1724
HSD11B1,Ro-20-1724
HTR3A,Ro-20-1724
ADA,Ro-20-1724
PDE3A,Ro-20-1724
NTRK1,Ro-20-1724
LCK,Ro-20-1724
KCNH7,Ro-20-1724
SIRT2,Ro-20-1724
P2RY12,Ro-20-1724
HIF1A,terazosin
CATSPER4,terazosin
DDR2,terazosin
OPRL1,terazosin
SLC7A11,terazosin
FFAR2,terazosin
KCNMA1,terazosin
HRH4,terazosin
GHSR,terazosin
ALDH2,terazosin
COMT,terazosin
PTPN2,terazosin
KCNQ2,terazosin
ITGB2,terazosin
S1PR1,terazosin
FOXM1,terazosin
MAPK14,terazosin
SLCO2B1,terazosin
KCNN4,terazosin
GRIN2A,terazosin
CACNB4,terazosin
HSP90AB1,terazosin
CSK,terazosin
AKR1C1,terazosin
CHRM2,terazosin
TGFBR1,terazosin
TGM2,terazosin
CDK4,terazosin
LPAR1,terazosin
CHRM3,terazosin
UGT1A9,terazosin
HPGDS,terazosin
ADORA2A,terazosin
CCND1,terazosin
KCNN1,terazosin
ABL1,terazosin
SSTR2,terazosin
HSP90AA1,terazosin
TUBB4B,terazosin
EZH2,terazosin
PNLIP,terazosin
CYP2A6,terazosin
CSF1R,terazosin
S100B,terazosin
PDE7A,terazosin
AURKB,terazosin
CDC25A,terazosin
KCNK1,terazosin
CA14,terazosin
ICAM1,terazosin
GPR55,terazosin
OPRM1,terazosin
VEGFA,terazosin
ADH1C,terazosin
KCTD16,terazosin
CYP3A4,terazosin
AVPR1A,terazosin
MAPK8,terazosin
TNNC1,terazosin
GABRB2,terazosin
MMP2,terazosin
RET,terazosin
NAMPT,terazosin
CASP3,terazosin
KRAS,terazosin
BTK,terazosin
SLC29A1,terazosin
FFAR4,terazosin
PPARD,terazosin
BAX,terazosin
RGS4,terazosin
CDK7,terazosin
PPAT,terazosin
KCNJ1,terazosin
ATP5F1D,terazosin
PDPK1,terazosin
IGF1R,terazosin
MET,terazosin
GLRA3,terazosin
PIK3CG,terazosin
TBXAS1,terazosin
PLD1,terazosin
DHH,terazosin
AKT1,terazosin
CDK2,terazosin
PARP3,terazosin
PLK1,terazosin
ATM,terazosin
IMPDH1,terazosin
TUBB3,terazosin
BRAF,terazosin
HBB,terazosin
LYN,terazosin
ANXA1,terazosin
CCR1,terazosin
ALK,terazosin
HDAC3,terazosin
PTGIR,terazosin
RPL23A,terazosin
FLT3,terazosin
MME,terazosin
CTSG,terazosin
PAK4,terazosin
GPR119,terazosin
SCNN1G,terazosin
GJB4,terazosin
S1PR4,terazosin
IL1B,terazosin
F10,terazosin
ELANE,terazosin
RPL3,terazosin
ERBB2,terazosin
AKR1B1,terazosin
GUCY1B1,terazosin
ADRA2B,terazosin
HCK,terazosin
P3H1,terazosin
CA5A,terazosin
DCK,terazosin
TNF,terazosin
RNASE1,terazosin
PTGIS,terazosin
PRKCE,terazosin
FPR1,terazosin
FGF1,terazosin
CDK9,terazosin
KDR,terazosin
EDNRB,terazosin
ASIC1,terazosin
JAK1,terazosin
PLA2G1B,terazosin
BRD4,terazosin
TUBB,terazosin
AGER,terazosin
S1PR2,terazosin
PDE4D,terazosin
CHEK2,terazosin
PAK1,terazosin
HDAC6,terazosin
DYRK1B,terazosin
USP1,terazosin
CYP1A2,terazosin
CACNG1,terazosin
HTR2C,terazosin
DNMT3A,terazosin
PORCN,terazosin
GAA,terazosin
PRKCB,terazosin
PTK2B,terazosin
CLK1,terazosin
CACNA2D3,terazosin
HSD11B1,terazosin
HTR3A,terazosin
ADA,terazosin
PDE3A,terazosin
NTRK1,terazosin
LCK,terazosin
KCNH7,terazosin
SIRT2,terazosin
P2RY12,terazosin
HIF1A,nicotine
CATSPER4,nicotine
DDR2,nicotine
OPRL1,nicotine
SLC7A11,nicotine
FFAR2,nicotine
KCNMA1,nicotine
HRH4,nicotine
GHSR,nicotine
ALDH2,nicotine
COMT,nicotine
PTPN2,nicotine
KCNQ2,nicotine
ITGB2,nicotine
S1PR1,nicotine
FOXM1,nicotine
MAPK14,nicotine
SLCO2B1,nicotine
KCNN4,nicotine
GRIN2A,nicotine
CACNB4,nicotine
HSP90AB1,nicotine
CSK,nicotine
AKR1C1,nicotine
CHRM2,nicotine
TGFBR1,nicotine
TGM2,nicotine
CDK4,nicotine
LPAR1,nicotine
CHRM3,nicotine
UGT1A9,nicotine
HPGDS,nicotine
ADORA2A,nicotine
CCND1,nicotine
KCNN1,nicotine
ABL1,nicotine
SSTR2,nicotine
HSP90AA1,nicotine
TUBB4B,nicotine
EZH2,nicotine
PNLIP,nicotine
CYP2A6,nicotine
CSF1R,nicotine
S100B,nicotine
PDE7A,nicotine
AURKB,nicotine
CDC25A,nicotine
KCNK1,nicotine
CA14,nicotine
ICAM1,nicotine
GPR55,nicotine
OPRM1,nicotine
VEGFA,nicotine
ADH1C,nicotine
KCTD16,nicotine
CYP3A4,nicotine
AVPR1A,nicotine
MAPK8,nicotine
TNNC1,nicotine
GABRB2,nicotine
MMP2,nicotine
RET,nicotine
NAMPT,nicotine
CASP3,nicotine
KRAS,nicotine
BTK,nicotine
SLC29A1,nicotine
FFAR4,nicotine
PPARD,nicotine
BAX,nicotine
RGS4,nicotine
CDK7,nicotine
PPAT,nicotine
KCNJ1,nicotine
ATP5F1D,nicotine
PDPK1,nicotine
IGF1R,nicotine
MET,nicotine
GLRA3,nicotine
PIK3CG,nicotine
TBXAS1,nicotine
PLD1,nicotine
DHH,nicotine
AKT1,nicotine
CDK2,nicotine
PARP3,nicotine
PLK1,nicotine
ATM,nicotine
IMPDH1,nicotine
TUBB3,nicotine
BRAF,nicotine
HBB,nicotine
LYN,nicotine
ANXA1,nicotine
CCR1,nicotine
ALK,nicotine
HDAC3,nicotine
PTGIR,nicotine
RPL23A,nicotine
FLT3,nicotine
MME,nicotine
CTSG,nicotine
PAK4,nicotine
GPR119,nicotine
SCNN1G,nicotine
GJB4,nicotine
S1PR4,nicotine
IL1B,nicotine
F10,nicotine
ELANE,nicotine
RPL3,nicotine
ERBB2,nicotine
AKR1B1,nicotine
GUCY1B1,nicotine
ADRA2B,nicotine
HCK,nicotine
P3H1,nicotine
CA5A,nicotine
DCK,nicotine
TNF,nicotine
RNASE1,nicotine
PTGIS,nicotine
PRKCE,nicotine
FPR1,nicotine
FGF1,nicotine
CDK9,nicotine
KDR,nicotine
EDNRB,nicotine
ASIC1,nicotine
JAK1,nicotine
PLA2G1B,nicotine
BRD4,nicotine
TUBB,nicotine
AGER,nicotine
S1PR2,nicotine
PDE4D,nicotine
CHEK2,nicotine
PAK1,nicotine
HDAC6,nicotine
DYRK1B,nicotine
USP1,nicotine
CYP1A2,nicotine
CACNG1,nicotine
HTR2C,nicotine
DNMT3A,nicotine
PORCN,nicotine
GAA,nicotine
PRKCB,nicotine
PTK2B,nicotine
CLK1,nicotine
CACNA2D3,nicotine
HSD11B1,nicotine
HTR3A,nicotine
ADA,nicotine
PDE3A,nicotine
NTRK1,nicotine
LCK,nicotine
KCNH7,nicotine
SIRT2,nicotine
P2RY12,nicotine
HIF1A,BMS-587101
CATSPER4,BMS-587101
DDR2,BMS-587101
OPRL1,BMS-587101
SLC7A11,BMS-587101
FFAR2,BMS-587101
KCNMA1,BMS-587101
HRH4,BMS-587101
GHSR,BMS-587101
ALDH2,BMS-587101
COMT,BMS-587101
PTPN2,BMS-587101
KCNQ2,BMS-587101
ITGB2,BMS-587101
S1PR1,BMS-587101
FOXM1,BMS-587101
MAPK14,BMS-587101
SLCO2B1,BMS-587101
KCNN4,BMS-587101
GRIN2A,BMS-587101
CACNB4,BMS-587101
HSP90AB1,BMS-587101
CSK,BMS-587101
AKR1C1,BMS-587101
CHRM2,BMS-587101
TGFBR1,BMS-587101
TGM2,BMS-587101
CDK4,BMS-587101
LPAR1,BMS-587101
CHRM3,BMS-587101
UGT1A9,BMS-587101
HPGDS,BMS-587101
ADORA2A,BMS-587101
CCND1,BMS-587101
KCNN1,BMS-587101
ABL1,BMS-587101
SSTR2,BMS-587101
HSP90AA1,BMS-587101
TUBB4B,BMS-587101
EZH2,BMS-587101
PNLIP,BMS-587101
CYP2A6,BMS-587101
CSF1R,BMS-587101
S100B,BMS-587101
PDE7A,BMS-587101
AURKB,BMS-587101
CDC25A,BMS-587101
KCNK1,BMS-587101
CA14,BMS-587101
ICAM1,BMS-587101
GPR55,BMS-587101
OPRM1,BMS-587101
VEGFA,BMS-587101
ADH1C,BMS-587101
KCTD16,BMS-587101
CYP3A4,BMS-587101
AVPR1A,BMS-587101
MAPK8,BMS-587101
TNNC1,BMS-587101
GABRB2,BMS-587101
MMP2,BMS-587101
RET,BMS-587101
NAMPT,BMS-587101
CASP3,BMS-587101
KRAS,BMS-587101
BTK,BMS-587101
SLC29A1,BMS-587101
FFAR4,BMS-587101
PPARD,BMS-587101
BAX,BMS-587101
RGS4,BMS-587101
CDK7,BMS-587101
PPAT,BMS-587101
KCNJ1,BMS-587101
ATP5F1D,BMS-587101
PDPK1,BMS-587101
IGF1R,BMS-587101
MET,BMS-587101
GLRA3,BMS-587101
PIK3CG,BMS-587101
TBXAS1,BMS-587101
PLD1,BMS-587101
DHH,BMS-587101
AKT1,BMS-587101
CDK2,BMS-587101
PARP3,BMS-587101
PLK1,BMS-587101
ATM,BMS-587101
IMPDH1,BMS-587101
TUBB3,BMS-587101
BRAF,BMS-587101
HBB,BMS-587101
LYN,BMS-587101
ANXA1,BMS-587101
CCR1,BMS-587101
ALK,BMS-587101
HDAC3,BMS-587101
PTGIR,BMS-587101
RPL23A,BMS-587101
FLT3,BMS-587101
MME,BMS-587101
CTSG,BMS-587101
PAK4,BMS-587101
GPR119,BMS-587101
SCNN1G,BMS-587101
GJB4,BMS-587101
S1PR4,BMS-587101
IL1B,BMS-587101
F10,BMS-587101
ELANE,BMS-587101
RPL3,BMS-587101
ERBB2,BMS-587101
AKR1B1,BMS-587101
GUCY1B1,BMS-587101
ADRA2B,BMS-587101
HCK,BMS-587101
P3H1,BMS-587101
CA5A,BMS-587101
DCK,BMS-587101
TNF,BMS-587101
RNASE1,BMS-587101
PTGIS,BMS-587101
PRKCE,BMS-587101
FPR1,BMS-587101
FGF1,BMS-587101
CDK9,BMS-587101
KDR,BMS-587101
EDNRB,BMS-587101
ASIC1,BMS-587101
JAK1,BMS-587101
PLA2G1B,BMS-587101
BRD4,BMS-587101
TUBB,BMS-587101
AGER,BMS-587101
S1PR2,BMS-587101
PDE4D,BMS-587101
CHEK2,BMS-587101
PAK1,BMS-587101
HDAC6,BMS-587101
DYRK1B,BMS-587101
USP1,BMS-587101
CYP1A2,BMS-587101
CACNG1,BMS-587101
HTR2C,BMS-587101
DNMT3A,BMS-587101
PORCN,BMS-587101
GAA,BMS-587101
PRKCB,BMS-587101
PTK2B,BMS-587101
CLK1,BMS-587101
CACNA2D3,BMS-587101
HSD11B1,BMS-587101
HTR3A,BMS-587101
ADA,BMS-587101
PDE3A,BMS-587101
NTRK1,BMS-587101
LCK,BMS-587101
KCNH7,BMS-587101
SIRT2,BMS-587101
P2RY12,BMS-587101
HIF1A,pyrrolidine-dithiocarbamate
CATSPER4,pyrrolidine-dithiocarbamate
DDR2,pyrrolidine-dithiocarbamate
OPRL1,pyrrolidine-dithiocarbamate
SLC7A11,pyrrolidine-dithiocarbamate
FFAR2,pyrrolidine-dithiocarbamate
KCNMA1,pyrrolidine-dithiocarbamate
HRH4,pyrrolidine-dithiocarbamate
GHSR,pyrrolidine-dithiocarbamate
ALDH2,pyrrolidine-dithiocarbamate
COMT,pyrrolidine-dithiocarbamate
PTPN2,pyrrolidine-dithiocarbamate
KCNQ2,pyrrolidine-dithiocarbamate
ITGB2,pyrrolidine-dithiocarbamate
S1PR1,pyrrolidine-dithiocarbamate
FOXM1,pyrrolidine-dithiocarbamate
MAPK14,pyrrolidine-dithiocarbamate
SLCO2B1,pyrrolidine-dithiocarbamate
KCNN4,pyrrolidine-dithiocarbamate
GRIN2A,pyrrolidine-dithiocarbamate
CACNB4,pyrrolidine-dithiocarbamate
HSP90AB1,pyrrolidine-dithiocarbamate
CSK,pyrrolidine-dithiocarbamate
AKR1C1,pyrrolidine-dithiocarbamate
CHRM2,pyrrolidine-dithiocarbamate
TGFBR1,pyrrolidine-dithiocarbamate
TGM2,pyrrolidine-dithiocarbamate
CDK4,pyrrolidine-dithiocarbamate
LPAR1,pyrrolidine-dithiocarbamate
CHRM3,pyrrolidine-dithiocarbamate
UGT1A9,pyrrolidine-dithiocarbamate
HPGDS,pyrrolidine-dithiocarbamate
ADORA2A,pyrrolidine-dithiocarbamate
CCND1,pyrrolidine-dithiocarbamate
KCNN1,pyrrolidine-dithiocarbamate
ABL1,pyrrolidine-dithiocarbamate
SSTR2,pyrrolidine-dithiocarbamate
HSP90AA1,pyrrolidine-dithiocarbamate
TUBB4B,pyrrolidine-dithiocarbamate
EZH2,pyrrolidine-dithiocarbamate
PNLIP,pyrrolidine-dithiocarbamate
CYP2A6,pyrrolidine-dithiocarbamate
CSF1R,pyrrolidine-dithiocarbamate
S100B,pyrrolidine-dithiocarbamate
PDE7A,pyrrolidine-dithiocarbamate
AURKB,pyrrolidine-dithiocarbamate
CDC25A,pyrrolidine-dithiocarbamate
KCNK1,pyrrolidine-dithiocarbamate
CA14,pyrrolidine-dithiocarbamate
ICAM1,pyrrolidine-dithiocarbamate
GPR55,pyrrolidine-dithiocarbamate
OPRM1,pyrrolidine-dithiocarbamate
VEGFA,pyrrolidine-dithiocarbamate
ADH1C,pyrrolidine-dithiocarbamate
KCTD16,pyrrolidine-dithiocarbamate
CYP3A4,pyrrolidine-dithiocarbamate
AVPR1A,pyrrolidine-dithiocarbamate
MAPK8,pyrrolidine-dithiocarbamate
TNNC1,pyrrolidine-dithiocarbamate
GABRB2,pyrrolidine-dithiocarbamate
MMP2,pyrrolidine-dithiocarbamate
RET,pyrrolidine-dithiocarbamate
NAMPT,pyrrolidine-dithiocarbamate
CASP3,pyrrolidine-dithiocarbamate
KRAS,pyrrolidine-dithiocarbamate
BTK,pyrrolidine-dithiocarbamate
SLC29A1,pyrrolidine-dithiocarbamate
FFAR4,pyrrolidine-dithiocarbamate
PPARD,pyrrolidine-dithiocarbamate
BAX,pyrrolidine-dithiocarbamate
RGS4,pyrrolidine-dithiocarbamate
CDK7,pyrrolidine-dithiocarbamate
PPAT,pyrrolidine-dithiocarbamate
KCNJ1,pyrrolidine-dithiocarbamate
ATP5F1D,pyrrolidine-dithiocarbamate
PDPK1,pyrrolidine-dithiocarbamate
IGF1R,pyrrolidine-dithiocarbamate
MET,pyrrolidine-dithiocarbamate
GLRA3,pyrrolidine-dithiocarbamate
PIK3CG,pyrrolidine-dithiocarbamate
TBXAS1,pyrrolidine-dithiocarbamate
PLD1,pyrrolidine-dithiocarbamate
DHH,pyrrolidine-dithiocarbamate
AKT1,pyrrolidine-dithiocarbamate
CDK2,pyrrolidine-dithiocarbamate
PARP3,pyrrolidine-dithiocarbamate
PLK1,pyrrolidine-dithiocarbamate
ATM,pyrrolidine-dithiocarbamate
IMPDH1,pyrrolidine-dithiocarbamate
TUBB3,pyrrolidine-dithiocarbamate
BRAF,pyrrolidine-dithiocarbamate
HBB,pyrrolidine-dithiocarbamate
LYN,pyrrolidine-dithiocarbamate
ANXA1,pyrrolidine-dithiocarbamate
CCR1,pyrrolidine-dithiocarbamate
ALK,pyrrolidine-dithiocarbamate
HDAC3,pyrrolidine-dithiocarbamate
PTGIR,pyrrolidine-dithiocarbamate
RPL23A,pyrrolidine-dithiocarbamate
FLT3,pyrrolidine-dithiocarbamate
MME,pyrrolidine-dithiocarbamate
CTSG,pyrrolidine-dithiocarbamate
PAK4,pyrrolidine-dithiocarbamate
GPR119,pyrrolidine-dithiocarbamate
SCNN1G,pyrrolidine-dithiocarbamate
GJB4,pyrrolidine-dithiocarbamate
S1PR4,pyrrolidine-dithiocarbamate
IL1B,pyrrolidine-dithiocarbamate
F10,pyrrolidine-dithiocarbamate
ELANE,pyrrolidine-dithiocarbamate
RPL3,pyrrolidine-dithiocarbamate
ERBB2,pyrrolidine-dithiocarbamate
AKR1B1,pyrrolidine-dithiocarbamate
GUCY1B1,pyrrolidine-dithiocarbamate
ADRA2B,pyrrolidine-dithiocarbamate
HCK,pyrrolidine-dithiocarbamate
P3H1,pyrrolidine-dithiocarbamate
CA5A,pyrrolidine-dithiocarbamate
DCK,pyrrolidine-dithiocarbamate
TNF,pyrrolidine-dithiocarbamate
RNASE1,pyrrolidine-dithiocarbamate
PTGIS,pyrrolidine-dithiocarbamate
PRKCE,pyrrolidine-dithiocarbamate
FPR1,pyrrolidine-dithiocarbamate
FGF1,pyrrolidine-dithiocarbamate
CDK9,pyrrolidine-dithiocarbamate
KDR,pyrrolidine-dithiocarbamate
EDNRB,pyrrolidine-dithiocarbamate
ASIC1,pyrrolidine-dithiocarbamate
JAK1,pyrrolidine-dithiocarbamate
PLA2G1B,pyrrolidine-dithiocarbamate
BRD4,pyrrolidine-dithiocarbamate
TUBB,pyrrolidine-dithiocarbamate
AGER,pyrrolidine-dithiocarbamate
S1PR2,pyrrolidine-dithiocarbamate
PDE4D,pyrrolidine-dithiocarbamate
CHEK2,pyrrolidine-dithiocarbamate
PAK1,pyrrolidine-dithiocarbamate
HDAC6,pyrrolidine-dithiocarbamate
DYRK1B,pyrrolidine-dithiocarbamate
USP1,pyrrolidine-dithiocarbamate
CYP1A2,pyrrolidine-dithiocarbamate
CACNG1,pyrrolidine-dithiocarbamate
HTR2C,pyrrolidine-dithiocarbamate
DNMT3A,pyrrolidine-dithiocarbamate
PORCN,pyrrolidine-dithiocarbamate
GAA,pyrrolidine-dithiocarbamate
PRKCB,pyrrolidine-dithiocarbamate
PTK2B,pyrrolidine-dithiocarbamate
CLK1,pyrrolidine-dithiocarbamate
CACNA2D3,pyrrolidine-dithiocarbamate
HSD11B1,pyrrolidine-dithiocarbamate
HTR3A,pyrrolidine-dithiocarbamate
ADA,pyrrolidine-dithiocarbamate
PDE3A,pyrrolidine-dithiocarbamate
NTRK1,pyrrolidine-dithiocarbamate
LCK,pyrrolidine-dithiocarbamate
KCNH7,pyrrolidine-dithiocarbamate
SIRT2,pyrrolidine-dithiocarbamate
P2RY12,pyrrolidine-dithiocarbamate
HIF1A,sodium-butyrate
CATSPER4,sodium-butyrate
DDR2,sodium-butyrate
OPRL1,sodium-butyrate
SLC7A11,sodium-butyrate
FFAR2,sodium-butyrate
KCNMA1,sodium-butyrate
HRH4,sodium-butyrate
GHSR,sodium-butyrate
ALDH2,sodium-butyrate
COMT,sodium-butyrate
PTPN2,sodium-butyrate
KCNQ2,sodium-butyrate
ITGB2,sodium-butyrate
S1PR1,sodium-butyrate
FOXM1,sodium-butyrate
MAPK14,sodium-butyrate
SLCO2B1,sodium-butyrate
KCNN4,sodium-butyrate
GRIN2A,sodium-butyrate
CACNB4,sodium-butyrate
HSP90AB1,sodium-butyrate
CSK,sodium-butyrate
AKR1C1,sodium-butyrate
CHRM2,sodium-butyrate
TGFBR1,sodium-butyrate
TGM2,sodium-butyrate
CDK4,sodium-butyrate
LPAR1,sodium-butyrate
CHRM3,sodium-butyrate
UGT1A9,sodium-butyrate
HPGDS,sodium-butyrate
ADORA2A,sodium-butyrate
CCND1,sodium-butyrate
KCNN1,sodium-butyrate
ABL1,sodium-butyrate
SSTR2,sodium-butyrate
HSP90AA1,sodium-butyrate
TUBB4B,sodium-butyrate
EZH2,sodium-butyrate
PNLIP,sodium-butyrate
CYP2A6,sodium-butyrate
CSF1R,sodium-butyrate
S100B,sodium-butyrate
PDE7A,sodium-butyrate
AURKB,sodium-butyrate
CDC25A,sodium-butyrate
KCNK1,sodium-butyrate
CA14,sodium-butyrate
ICAM1,sodium-butyrate
GPR55,sodium-butyrate
OPRM1,sodium-butyrate
VEGFA,sodium-butyrate
ADH1C,sodium-butyrate
KCTD16,sodium-butyrate
CYP3A4,sodium-butyrate
AVPR1A,sodium-butyrate
MAPK8,sodium-butyrate
TNNC1,sodium-butyrate
GABRB2,sodium-butyrate
MMP2,sodium-butyrate
RET,sodium-butyrate
NAMPT,sodium-butyrate
CASP3,sodium-butyrate
KRAS,sodium-butyrate
BTK,sodium-butyrate
SLC29A1,sodium-butyrate
FFAR4,sodium-butyrate
PPARD,sodium-butyrate
BAX,sodium-butyrate
RGS4,sodium-butyrate
CDK7,sodium-butyrate
PPAT,sodium-butyrate
KCNJ1,sodium-butyrate
ATP5F1D,sodium-butyrate
PDPK1,sodium-butyrate
IGF1R,sodium-butyrate
MET,sodium-butyrate
GLRA3,sodium-butyrate
PIK3CG,sodium-butyrate
TBXAS1,sodium-butyrate
PLD1,sodium-butyrate
DHH,sodium-butyrate
AKT1,sodium-butyrate
CDK2,sodium-butyrate
PARP3,sodium-butyrate
PLK1,sodium-butyrate
ATM,sodium-butyrate
IMPDH1,sodium-butyrate
TUBB3,sodium-butyrate
BRAF,sodium-butyrate
HBB,sodium-butyrate
LYN,sodium-butyrate
ANXA1,sodium-butyrate
CCR1,sodium-butyrate
ALK,sodium-butyrate
HDAC3,sodium-butyrate
PTGIR,sodium-butyrate
RPL23A,sodium-butyrate
FLT3,sodium-butyrate
MME,sodium-butyrate
CTSG,sodium-butyrate
PAK4,sodium-butyrate
GPR119,sodium-butyrate
SCNN1G,sodium-butyrate
GJB4,sodium-butyrate
S1PR4,sodium-butyrate
IL1B,sodium-butyrate
F10,sodium-butyrate
ELANE,sodium-butyrate
RPL3,sodium-butyrate
ERBB2,sodium-butyrate
AKR1B1,sodium-butyrate
GUCY1B1,sodium-butyrate
ADRA2B,sodium-butyrate
HCK,sodium-butyrate
P3H1,sodium-butyrate
CA5A,sodium-butyrate
DCK,sodium-butyrate
TNF,sodium-butyrate
RNASE1,sodium-butyrate
PTGIS,sodium-butyrate
PRKCE,sodium-butyrate
FPR1,sodium-butyrate
FGF1,sodium-butyrate
CDK9,sodium-butyrate
KDR,sodium-butyrate
EDNRB,sodium-butyrate
ASIC1,sodium-butyrate
JAK1,sodium-butyrate
PLA2G1B,sodium-butyrate
BRD4,sodium-butyrate
TUBB,sodium-butyrate
AGER,sodium-butyrate
S1PR2,sodium-butyrate
PDE4D,sodium-butyrate
CHEK2,sodium-butyrate
PAK1,sodium-butyrate
HDAC6,sodium-butyrate
DYRK1B,sodium-butyrate
USP1,sodium-butyrate
CYP1A2,sodium-butyrate
CACNG1,sodium-butyrate
HTR2C,sodium-butyrate
DNMT3A,sodium-butyrate
PORCN,sodium-butyrate
GAA,sodium-butyrate
PRKCB,sodium-butyrate
PTK2B,sodium-butyrate
CLK1,sodium-butyrate
CACNA2D3,sodium-butyrate
HSD11B1,sodium-butyrate
HTR3A,sodium-butyrate
ADA,sodium-butyrate
PDE3A,sodium-butyrate
NTRK1,sodium-butyrate
LCK,sodium-butyrate
KCNH7,sodium-butyrate
SIRT2,sodium-butyrate
P2RY12,sodium-butyrate
HIF1A,pentostatin
CATSPER4,pentostatin
DDR2,pentostatin
OPRL1,pentostatin
SLC7A11,pentostatin
FFAR2,pentostatin
KCNMA1,pentostatin
HRH4,pentostatin
GHSR,pentostatin
ALDH2,pentostatin
COMT,pentostatin
PTPN2,pentostatin
KCNQ2,pentostatin
ITGB2,pentostatin
S1PR1,pentostatin
FOXM1,pentostatin
MAPK14,pentostatin
SLCO2B1,pentostatin
KCNN4,pentostatin
GRIN2A,pentostatin
CACNB4,pentostatin
HSP90AB1,pentostatin
CSK,pentostatin
AKR1C1,pentostatin
CHRM2,pentostatin
TGFBR1,pentostatin
TGM2,pentostatin
CDK4,pentostatin
LPAR1,pentostatin
CHRM3,pentostatin
UGT1A9,pentostatin
HPGDS,pentostatin
ADORA2A,pentostatin
CCND1,pentostatin
