gene,compound
HSP90AB1,pyrrolidine-dithiocarbamate
CSK,pyrrolidine-dithiocarbamate
AKR1C1,pyrrolidine-dithiocarbamate
CHRM2,pyrrolidine-dithiocarbamate
TGFBR1,pyrrolidine-dithiocarbamate
TGM2,pyrrolidine-dithiocarbamate
CDK4,pyrrolidine-dithiocarbamate
LPAR1,pyrrolidine-dithiocarbamate
CHRM3,pyrrolidine-dithiocarbamate
UGT1A9,pyrrolidine-dithiocarbamate
HPGDS,pyrrolidine-dithiocarbamate
ADORA2A,pyrrolidine-dithiocarbamate
CCND1,pyrrolidine-dithiocarbamate
KCNN1,pyrrolidine-dithiocarbamate
ABL1,pyrrolidine-dithiocarbamate
SSTR2,pyrrolidine-dithiocarbamate
HSP90AA1,pyrrolidine-dithiocarbamate
TUBB4B,pyrrolidine-dithiocarbamate
EZH2,pyrrolidine-dithiocarbamate
PNLIP,pyrrolidine-dithiocarbamate
CYP2A6,pyrrolidine-dithiocarbamate
CSF1R,pyrrolidine-dithiocarbamate
S100B,pyrrolidine-dithiocarbamate
PDE7A,pyrrolidine-dithiocarbamate
AURKB,pyrrolidine-dithiocarbamate
CDC25A,pyrrolidine-dithiocarbamate
KCNK1,pyrrolidine-dithiocarbamate
CA14,pyrrolidine-dithiocarbamate
ICAM1,pyrrolidine-dithiocarbamate
GPR55,pyrrolidine-dithiocarbamate
OPRM1,pyrrolidine-dithiocarbamate
VEGFA,pyrrolidine-dithiocarbamate
ADH1C,pyrrolidine-dithiocarbamate
KCTD16,pyrrolidine-dithiocarbamate
CYP3A4,pyrrolidine-dithiocarbamate
AVPR1A,pyrrolidine-dithiocarbamate
MAPK8,pyrrolidine-dithiocarbamate
TNNC1,pyrrolidine-dithiocarbamate
GABRB2,pyrrolidine-dithiocarbamate
MMP2,pyrrolidine-dithiocarbamate
RET,pyrrolidine-dithiocarbamate
NAMPT,pyrrolidine-dithiocarbamate
CASP3,pyrrolidine-dithiocarbamate
KRAS,pyrrolidine-dithiocarbamate
BTK,pyrrolidine-dithiocarbamate
SLC29A1,pyrrolidine-dithiocarbamate
FFAR4,pyrrolidine-dithiocarbamate
PPARD,pyrrolidine-dithiocarbamate
BAX,pyrrolidine-dithiocarbamate
RGS4,pyrrolidine-dithiocarbamate
CDK7,pyrrolidine-dithiocarbamate
PPAT,pyrrolidine-dithiocarbamate
KCNJ1,pyrrolidine-dithiocarbamate
ATP5F1D,pyrrolidine-dithiocarbamate
PDPK1,pyrrolidine-dithiocarbamate
IGF1R,pyrrolidine-dithiocarbamate
MET,pyrrolidine-dithiocarbamate
GLRA3,pyrrolidine-dithiocarbamate
PIK3CG,pyrrolidine-dithiocarbamate
TBXAS1,pyrrolidine-dithiocarbamate
PLD1,pyrrolidine-dithiocarbamate
DHH,pyrrolidine-dithiocarbamate
AKT1,pyrrolidine-dithiocarbamate
CDK2,pyrrolidine-dithiocarbamate
PARP3,pyrrolidine-dithiocarbamate
PLK1,pyrrolidine-dithiocarbamate
ATM,pyrrolidine-dithiocarbamate
IMPDH1,pyrrolidine-dithiocarbamate
TUBB3,pyrrolidine-dithiocarbamate
BRAF,pyrrolidine-dithiocarbamate
HBB,pyrrolidine-dithiocarbamate
LYN,pyrrolidine-dithiocarbamate
ANXA1,pyrrolidine-dithiocarbamate
CCR1,pyrrolidine-dithiocarbamate
ALK,pyrrolidine-dithiocarbamate
HDAC3,pyrrolidine-dithiocarbamate
PTGIR,pyrrolidine-dithiocarbamate
RPL23A,pyrrolidine-dithiocarbamate
FLT3,pyrrolidine-dithiocarbamate
MME,pyrrolidine-dithiocarbamate
CTSG,pyrrolidine-dithiocarbamate
PAK4,pyrrolidine-dithiocarbamate
GPR119,pyrrolidine-dithiocarbamate
SCNN1G,pyrrolidine-dithiocarbamate
GJB4,pyrrolidine-dithiocarbamate
S1PR4,pyrrolidine-dithiocarbamate
IL1B,pyrrolidine-dithiocarbamate
F10,pyrrolidine-dithiocarbamate
ELANE,pyrrolidine-dithiocarbamate
RPL3,pyrrolidine-dithiocarbamate
ERBB2,pyrrolidine-dithiocarbamate
AKR1B1,pyrrolidine-dithiocarbamate
GUCY1B1,pyrrolidine-dithiocarbamate
ADRA2B,pyrrolidine-dithiocarbamate
HCK,pyrrolidine-dithiocarbamate
P3H1,pyrrolidine-dithiocarbamate
CA5A,pyrrolidine-dithiocarbamate
DCK,pyrrolidine-dithiocarbamate
TNF,pyrrolidine-dithiocarbamate
RNASE1,pyrrolidine-dithiocarbamate
PTGIS,pyrrolidine-dithiocarbamate
PRKCE,pyrrolidine-dithiocarbamate
FPR1,pyrrolidine-dithiocarbamate
FGF1,pyrrolidine-dithiocarbamate
CDK9,pyrrolidine-dithiocarbamate
KDR,pyrrolidine-dithiocarbamate
EDNRB,pyrrolidine-dithiocarbamate
ASIC1,pyrrolidine-dithiocarbamate
JAK1,pyrrolidine-dithiocarbamate
PLA2G1B,pyrrolidine-dithiocarbamate
BRD4,pyrrolidine-dithiocarbamate
TUBB,pyrrolidine-dithiocarbamate
AGER,pyrrolidine-dithiocarbamate
S1PR2,pyrrolidine-dithiocarbamate
PDE4D,pyrrolidine-dithiocarbamate
CHEK2,pyrrolidine-dithiocarbamate
PAK1,pyrrolidine-dithiocarbamate
HDAC6,pyrrolidine-dithiocarbamate
DYRK1B,pyrrolidine-dithiocarbamate
USP1,pyrrolidine-dithiocarbamate
CYP1A2,pyrrolidine-dithiocarbamate
CACNG1,pyrrolidine-dithiocarbamate
HTR2C,pyrrolidine-dithiocarbamate
DNMT3A,pyrrolidine-dithiocarbamate
PORCN,pyrrolidine-dithiocarbamate
GAA,pyrrolidine-dithiocarbamate
PRKCB,pyrrolidine-dithiocarbamate
PTK2B,pyrrolidine-dithiocarbamate
CLK1,pyrrolidine-dithiocarbamate
CACNA2D3,pyrrolidine-dithiocarbamate
HSD11B1,pyrrolidine-dithiocarbamate
HTR3A,pyrrolidine-dithiocarbamate
ADA,pyrrolidine-dithiocarbamate
PDE3A,pyrrolidine-dithiocarbamate
NTRK1,pyrrolidine-dithiocarbamate
LCK,pyrrolidine-dithiocarbamate
KCNH7,pyrrolidine-dithiocarbamate
SIRT2,pyrrolidine-dithiocarbamate
P2RY12,pyrrolidine-dithiocarbamate
HIF1A,PF-915275
CATSPER4,PF-915275
DDR2,PF-915275
OPRL1,PF-915275
SLC7A11,PF-915275
FFAR2,PF-915275
KCNMA1,PF-915275
HRH4,PF-915275
GHSR,PF-915275
ALDH2,PF-915275
COMT,PF-915275
PTPN2,PF-915275
KCNQ2,PF-915275
ITGB2,PF-915275
S1PR1,PF-915275
FOXM1,PF-915275
MAPK14,PF-915275
SLCO2B1,PF-915275
KCNN4,PF-915275
GRIN2A,PF-915275
CACNB4,PF-915275
HSP90AB1,PF-915275
CSK,PF-915275
AKR1C1,PF-915275
CHRM2,PF-915275
TGFBR1,PF-915275
TGM2,PF-915275
CDK4,PF-915275
LPAR1,PF-915275
CHRM3,PF-915275
UGT1A9,PF-915275
HPGDS,PF-915275
ADORA2A,PF-915275
CCND1,PF-915275
KCNN1,PF-915275
ABL1,PF-915275
SSTR2,PF-915275
HSP90AA1,PF-915275
TUBB4B,PF-915275
EZH2,PF-915275
PNLIP,PF-915275
CYP2A6,PF-915275
CSF1R,PF-915275
S100B,PF-915275
PDE7A,PF-915275
AURKB,PF-915275
CDC25A,PF-915275
KCNK1,PF-915275
CA14,PF-915275
ICAM1,PF-915275
GPR55,PF-915275
OPRM1,PF-915275
VEGFA,PF-915275
ADH1C,PF-915275
KCTD16,PF-915275
CYP3A4,PF-915275
AVPR1A,PF-915275
MAPK8,PF-915275
TNNC1,PF-915275
GABRB2,PF-915275
MMP2,PF-915275
RET,PF-915275
NAMPT,PF-915275
CASP3,PF-915275
KRAS,PF-915275
BTK,PF-915275
SLC29A1,PF-915275
FFAR4,PF-915275
PPARD,PF-915275
BAX,PF-915275
RGS4,PF-915275
CDK7,PF-915275
PPAT,PF-915275
KCNJ1,PF-915275
ATP5F1D,PF-915275
PDPK1,PF-915275
IGF1R,PF-915275
MET,PF-915275
GLRA3,PF-915275
PIK3CG,PF-915275
TBXAS1,PF-915275
PLD1,PF-915275
DHH,PF-915275
AKT1,PF-915275
CDK2,PF-915275
PARP3,PF-915275
PLK1,PF-915275
ATM,PF-915275
IMPDH1,PF-915275
TUBB3,PF-915275
BRAF,PF-915275
HBB,PF-915275
LYN,PF-915275
ANXA1,PF-915275
CCR1,PF-915275
ALK,PF-915275
HDAC3,PF-915275
PTGIR,PF-915275
RPL23A,PF-915275
FLT3,PF-915275
MME,PF-915275
CTSG,PF-915275
PAK4,PF-915275
GPR119,PF-915275
SCNN1G,PF-915275
GJB4,PF-915275
S1PR4,PF-915275
IL1B,PF-915275
F10,PF-915275
ELANE,PF-915275
RPL3,PF-915275
ERBB2,PF-915275
AKR1B1,PF-915275
GUCY1B1,PF-915275
ADRA2B,PF-915275
HCK,PF-915275
P3H1,PF-915275
CA5A,PF-915275
DCK,PF-915275
TNF,PF-915275
RNASE1,PF-915275
PTGIS,PF-915275
PRKCE,PF-915275
FPR1,PF-915275
FGF1,PF-915275
CDK9,PF-915275
KDR,PF-915275
EDNRB,PF-915275
ASIC1,PF-915275
JAK1,PF-915275
PLA2G1B,PF-915275
BRD4,PF-915275
TUBB,PF-915275
AGER,PF-915275
S1PR2,PF-915275
PDE4D,PF-915275
CHEK2,PF-915275
PAK1,PF-915275
HDAC6,PF-915275
DYRK1B,PF-915275
USP1,PF-915275
CYP1A2,PF-915275
CACNG1,PF-915275
HTR2C,PF-915275
DNMT3A,PF-915275
PORCN,PF-915275
GAA,PF-915275
PRKCB,PF-915275
PTK2B,PF-915275
CLK1,PF-915275
CACNA2D3,PF-915275
HSD11B1,PF-915275
HTR3A,PF-915275
ADA,PF-915275
PDE3A,PF-915275
NTRK1,PF-915275
LCK,PF-915275
KCNH7,PF-915275
SIRT2,PF-915275
P2RY12,PF-915275
HIF1A,nalmefene
CATSPER4,nalmefene
DDR2,nalmefene
OPRL1,nalmefene
SLC7A11,nalmefene
FFAR2,nalmefene
KCNMA1,nalmefene
HRH4,nalmefene
GHSR,nalmefene
ALDH2,nalmefene
COMT,nalmefene
PTPN2,nalmefene
KCNQ2,nalmefene
ITGB2,nalmefene
S1PR1,nalmefene
FOXM1,nalmefene
MAPK14,nalmefene
SLCO2B1,nalmefene
KCNN4,nalmefene
GRIN2A,nalmefene
CACNB4,nalmefene
HSP90AB1,nalmefene
CSK,nalmefene
AKR1C1,nalmefene
CHRM2,nalmefene
TGFBR1,nalmefene
TGM2,nalmefene
CDK4,nalmefene
LPAR1,nalmefene
CHRM3,nalmefene
UGT1A9,nalmefene
HPGDS,nalmefene
ADORA2A,nalmefene
CCND1,nalmefene
KCNN1,nalmefene
ABL1,nalmefene
SSTR2,nalmefene
HSP90AA1,nalmefene
TUBB4B,nalmefene
EZH2,nalmefene
PNLIP,nalmefene
CYP2A6,nalmefene
CSF1R,nalmefene
S100B,nalmefene
PDE7A,nalmefene
AURKB,nalmefene
CDC25A,nalmefene
KCNK1,nalmefene
CA14,nalmefene
ICAM1,nalmefene
GPR55,nalmefene
OPRM1,nalmefene
VEGFA,nalmefene
ADH1C,nalmefene
KCTD16,nalmefene
CYP3A4,nalmefene
AVPR1A,nalmefene
MAPK8,nalmefene
TNNC1,nalmefene
GABRB2,nalmefene
MMP2,nalmefene
RET,nalmefene
NAMPT,nalmefene
CASP3,nalmefene
KRAS,nalmefene
BTK,nalmefene
SLC29A1,nalmefene
FFAR4,nalmefene
PPARD,nalmefene
BAX,nalmefene
RGS4,nalmefene
CDK7,nalmefene
PPAT,nalmefene
KCNJ1,nalmefene
ATP5F1D,nalmefene
PDPK1,nalmefene
IGF1R,nalmefene
MET,nalmefene
GLRA3,nalmefene
PIK3CG,nalmefene
TBXAS1,nalmefene
PLD1,nalmefene
DHH,nalmefene
AKT1,nalmefene
CDK2,nalmefene
PARP3,nalmefene
PLK1,nalmefene
ATM,nalmefene
IMPDH1,nalmefene
TUBB3,nalmefene
BRAF,nalmefene
HBB,nalmefene
LYN,nalmefene
ANXA1,nalmefene
CCR1,nalmefene
ALK,nalmefene
HDAC3,nalmefene
PTGIR,nalmefene
RPL23A,nalmefene
FLT3,nalmefene
MME,nalmefene
CTSG,nalmefene
PAK4,nalmefene
GPR119,nalmefene
SCNN1G,nalmefene
GJB4,nalmefene
S1PR4,nalmefene
IL1B,nalmefene
F10,nalmefene
ELANE,nalmefene
RPL3,nalmefene
ERBB2,nalmefene
AKR1B1,nalmefene
GUCY1B1,nalmefene
ADRA2B,nalmefene
HCK,nalmefene
P3H1,nalmefene
CA5A,nalmefene
DCK,nalmefene
TNF,nalmefene
RNASE1,nalmefene
PTGIS,nalmefene
PRKCE,nalmefene
FPR1,nalmefene
FGF1,nalmefene
CDK9,nalmefene
KDR,nalmefene
EDNRB,nalmefene
ASIC1,nalmefene
JAK1,nalmefene
PLA2G1B,nalmefene
BRD4,nalmefene
TUBB,nalmefene
AGER,nalmefene
S1PR2,nalmefene
PDE4D,nalmefene
CHEK2,nalmefene
PAK1,nalmefene
HDAC6,nalmefene
DYRK1B,nalmefene
USP1,nalmefene
CYP1A2,nalmefene
CACNG1,nalmefene
HTR2C,nalmefene
DNMT3A,nalmefene
PORCN,nalmefene
GAA,nalmefene
PRKCB,nalmefene
PTK2B,nalmefene
CLK1,nalmefene
CACNA2D3,nalmefene
HSD11B1,nalmefene
HTR3A,nalmefene
ADA,nalmefene
PDE3A,nalmefene
NTRK1,nalmefene
LCK,nalmefene
KCNH7,nalmefene
SIRT2,nalmefene
P2RY12,nalmefene
HIF1A,1-EBIO
CATSPER4,1-EBIO
DDR2,1-EBIO
OPRL1,1-EBIO
SLC7A11,1-EBIO
FFAR2,1-EBIO
KCNMA1,1-EBIO
HRH4,1-EBIO
GHSR,1-EBIO
ALDH2,1-EBIO
COMT,1-EBIO
PTPN2,1-EBIO
KCNQ2,1-EBIO
ITGB2,1-EBIO
S1PR1,1-EBIO
FOXM1,1-EBIO
MAPK14,1-EBIO
SLCO2B1,1-EBIO
KCNN4,1-EBIO
GRIN2A,1-EBIO
CACNB4,1-EBIO
HSP90AB1,1-EBIO
CSK,1-EBIO
AKR1C1,1-EBIO
CHRM2,1-EBIO
TGFBR1,1-EBIO
TGM2,1-EBIO
CDK4,1-EBIO
LPAR1,1-EBIO
CHRM3,1-EBIO
UGT1A9,1-EBIO
HPGDS,1-EBIO
ADORA2A,1-EBIO
CCND1,1-EBIO
KCNN1,1-EBIO
ABL1,1-EBIO
SSTR2,1-EBIO
HSP90AA1,1-EBIO
TUBB4B,1-EBIO
EZH2,1-EBIO
PNLIP,1-EBIO
CYP2A6,1-EBIO
CSF1R,1-EBIO
S100B,1-EBIO
PDE7A,1-EBIO
AURKB,1-EBIO
CDC25A,1-EBIO
KCNK1,1-EBIO
CA14,1-EBIO
ICAM1,1-EBIO
GPR55,1-EBIO
OPRM1,1-EBIO
VEGFA,1-EBIO
ADH1C,1-EBIO
KCTD16,1-EBIO
CYP3A4,1-EBIO
AVPR1A,1-EBIO
MAPK8,1-EBIO
TNNC1,1-EBIO
GABRB2,1-EBIO
MMP2,1-EBIO
RET,1-EBIO
NAMPT,1-EBIO
CASP3,1-EBIO
KRAS,1-EBIO
BTK,1-EBIO
SLC29A1,1-EBIO
FFAR4,1-EBIO
PPARD,1-EBIO
BAX,1-EBIO
RGS4,1-EBIO
CDK7,1-EBIO
PPAT,1-EBIO
KCNJ1,1-EBIO
ATP5F1D,1-EBIO
PDPK1,1-EBIO
IGF1R,1-EBIO
MET,1-EBIO
GLRA3,1-EBIO
PIK3CG,1-EBIO
TBXAS1,1-EBIO
PLD1,1-EBIO
DHH,1-EBIO
AKT1,1-EBIO
CDK2,1-EBIO
PARP3,1-EBIO
PLK1,1-EBIO
ATM,1-EBIO
IMPDH1,1-EBIO
TUBB3,1-EBIO
BRAF,1-EBIO
HBB,1-EBIO
LYN,1-EBIO
ANXA1,1-EBIO
CCR1,1-EBIO
ALK,1-EBIO
HDAC3,1-EBIO
PTGIR,1-EBIO
RPL23A,1-EBIO
FLT3,1-EBIO
MME,1-EBIO
CTSG,1-EBIO
PAK4,1-EBIO
GPR119,1-EBIO
SCNN1G,1-EBIO
GJB4,1-EBIO
S1PR4,1-EBIO
IL1B,1-EBIO
F10,1-EBIO
ELANE,1-EBIO
RPL3,1-EBIO
ERBB2,1-EBIO
AKR1B1,1-EBIO
GUCY1B1,1-EBIO
ADRA2B,1-EBIO
HCK,1-EBIO
P3H1,1-EBIO
CA5A,1-EBIO
DCK,1-EBIO
TNF,1-EBIO
RNASE1,1-EBIO
PTGIS,1-EBIO
PRKCE,1-EBIO
FPR1,1-EBIO
FGF1,1-EBIO
CDK9,1-EBIO
KDR,1-EBIO
EDNRB,1-EBIO
ASIC1,1-EBIO
JAK1,1-EBIO
PLA2G1B,1-EBIO
BRD4,1-EBIO
TUBB,1-EBIO
AGER,1-EBIO
S1PR2,1-EBIO
PDE4D,1-EBIO
CHEK2,1-EBIO
PAK1,1-EBIO
HDAC6,1-EBIO
DYRK1B,1-EBIO
USP1,1-EBIO
CYP1A2,1-EBIO
CACNG1,1-EBIO
HTR2C,1-EBIO
DNMT3A,1-EBIO
PORCN,1-EBIO
GAA,1-EBIO
PRKCB,1-EBIO
PTK2B,1-EBIO
CLK1,1-EBIO
CACNA2D3,1-EBIO
HSD11B1,1-EBIO
HTR3A,1-EBIO
ADA,1-EBIO
PDE3A,1-EBIO
NTRK1,1-EBIO
LCK,1-EBIO
KCNH7,1-EBIO
SIRT2,1-EBIO
P2RY12,1-EBIO
HIF1A,SB-505124
CATSPER4,SB-505124
DDR2,SB-505124
OPRL1,SB-505124
SLC7A11,SB-505124
FFAR2,SB-505124
KCNMA1,SB-505124
HRH4,SB-505124
GHSR,SB-505124
ALDH2,SB-505124
COMT,SB-505124
PTPN2,SB-505124
KCNQ2,SB-505124
ITGB2,SB-505124
S1PR1,SB-505124
FOXM1,SB-505124
MAPK14,SB-505124
SLCO2B1,SB-505124
KCNN4,SB-505124
GRIN2A,SB-505124
CACNB4,SB-505124
HSP90AB1,SB-505124
CSK,SB-505124
AKR1C1,SB-505124
CHRM2,SB-505124
TGFBR1,SB-505124
TGM2,SB-505124
CDK4,SB-505124
LPAR1,SB-505124
CHRM3,SB-505124
UGT1A9,SB-505124
HPGDS,SB-505124
ADORA2A,SB-505124
CCND1,SB-505124
KCNN1,SB-505124
ABL1,SB-505124
SSTR2,SB-505124
HSP90AA1,SB-505124
TUBB4B,SB-505124
EZH2,SB-505124
PNLIP,SB-505124
CYP2A6,SB-505124
CSF1R,SB-505124
S100B,SB-505124
PDE7A,SB-505124
AURKB,SB-505124
CDC25A,SB-505124
KCNK1,SB-505124
CA14,SB-505124
ICAM1,SB-505124
GPR55,SB-505124
OPRM1,SB-505124
VEGFA,SB-505124
ADH1C,SB-505124
KCTD16,SB-505124
CYP3A4,SB-505124
AVPR1A,SB-505124
MAPK8,SB-505124
TNNC1,SB-505124
GABRB2,SB-505124
MMP2,SB-505124
RET,SB-505124
NAMPT,SB-505124
CASP3,SB-505124
KRAS,SB-505124
BTK,SB-505124
SLC29A1,SB-505124
FFAR4,SB-505124
PPARD,SB-505124
BAX,SB-505124
RGS4,SB-505124
CDK7,SB-505124
PPAT,SB-505124
KCNJ1,SB-505124
ATP5F1D,SB-505124
PDPK1,SB-505124
IGF1R,SB-505124
MET,SB-505124
GLRA3,SB-505124
PIK3CG,SB-505124
TBXAS1,SB-505124
PLD1,SB-505124
DHH,SB-505124
AKT1,SB-505124
CDK2,SB-505124
PARP3,SB-505124
PLK1,SB-505124
ATM,SB-505124
IMPDH1,SB-505124
TUBB3,SB-505124
BRAF,SB-505124
HBB,SB-505124
LYN,SB-505124
ANXA1,SB-505124
CCR1,SB-505124
ALK,SB-505124
HDAC3,SB-505124
PTGIR,SB-505124
RPL23A,SB-505124
FLT3,SB-505124
MME,SB-505124
CTSG,SB-505124
PAK4,SB-505124
GPR119,SB-505124
SCNN1G,SB-505124
GJB4,SB-505124
S1PR4,SB-505124
IL1B,SB-505124
F10,SB-505124
ELANE,SB-505124
RPL3,SB-505124
ERBB2,SB-505124
AKR1B1,SB-505124
GUCY1B1,SB-505124
ADRA2B,SB-505124
HCK,SB-505124
P3H1,SB-505124
CA5A,SB-505124
DCK,SB-505124
TNF,SB-505124
RNASE1,SB-505124
PTGIS,SB-505124
PRKCE,SB-505124
FPR1,SB-505124
FGF1,SB-505124
CDK9,SB-505124
KDR,SB-505124
EDNRB,SB-505124
ASIC1,SB-505124
JAK1,SB-505124
PLA2G1B,SB-505124
BRD4,SB-505124
TUBB,SB-505124
AGER,SB-505124
S1PR2,SB-505124
PDE4D,SB-505124
CHEK2,SB-505124
PAK1,SB-505124
HDAC6,SB-505124
DYRK1B,SB-505124
USP1,SB-505124
CYP1A2,SB-505124
CACNG1,SB-505124
HTR2C,SB-505124
DNMT3A,SB-505124
PORCN,SB-505124
GAA,SB-505124
PRKCB,SB-505124
PTK2B,SB-505124
CLK1,SB-505124
CACNA2D3,SB-505124
HSD11B1,SB-505124
HTR3A,SB-505124
ADA,SB-505124
PDE3A,SB-505124
NTRK1,SB-505124
LCK,SB-505124
KCNH7,SB-505124
SIRT2,SB-505124
P2RY12,SB-505124
HIF1A,pidolic-acid
CATSPER4,pidolic-acid
DDR2,pidolic-acid
OPRL1,pidolic-acid
SLC7A11,pidolic-acid
FFAR2,pidolic-acid
KCNMA1,pidolic-acid
HRH4,pidolic-acid
GHSR,pidolic-acid
ALDH2,pidolic-acid
COMT,pidolic-acid
PTPN2,pidolic-acid
KCNQ2,pidolic-acid
ITGB2,pidolic-acid
S1PR1,pidolic-acid
FOXM1,pidolic-acid
MAPK14,pidolic-acid
SLCO2B1,pidolic-acid
KCNN4,pidolic-acid
GRIN2A,pidolic-acid
CACNB4,pidolic-acid
HSP90AB1,pidolic-acid
CSK,pidolic-acid
AKR1C1,pidolic-acid
CHRM2,pidolic-acid
TGFBR1,pidolic-acid
TGM2,pidolic-acid
CDK4,pidolic-acid
LPAR1,pidolic-acid
CHRM3,pidolic-acid
UGT1A9,pidolic-acid
HPGDS,pidolic-acid
ADORA2A,pidolic-acid
CCND1,pidolic-acid
KCNN1,pidolic-acid
ABL1,pidolic-acid
SSTR2,pidolic-acid
HSP90AA1,pidolic-acid
TUBB4B,pidolic-acid
EZH2,pidolic-acid
PNLIP,pidolic-acid
CYP2A6,pidolic-acid
CSF1R,pidolic-acid
S100B,pidolic-acid
PDE7A,pidolic-acid
AURKB,pidolic-acid
CDC25A,pidolic-acid
KCNK1,pidolic-acid
CA14,pidolic-acid
ICAM1,pidolic-acid
GPR55,pidolic-acid
OPRM1,pidolic-acid
VEGFA,pidolic-acid
ADH1C,pidolic-acid
KCTD16,pidolic-acid
CYP3A4,pidolic-acid
AVPR1A,pidolic-acid
MAPK8,pidolic-acid
TNNC1,pidolic-acid
GABRB2,pidolic-acid
MMP2,pidolic-acid
RET,pidolic-acid
NAMPT,pidolic-acid
CASP3,pidolic-acid
KRAS,pidolic-acid
BTK,pidolic-acid
SLC29A1,pidolic-acid
FFAR4,pidolic-acid
PPARD,pidolic-acid
BAX,pidolic-acid
RGS4,pidolic-acid
CDK7,pidolic-acid
PPAT,pidolic-acid
KCNJ1,pidolic-acid
ATP5F1D,pidolic-acid
PDPK1,pidolic-acid
IGF1R,pidolic-acid
MET,pidolic-acid
GLRA3,pidolic-acid
PIK3CG,pidolic-acid
TBXAS1,pidolic-acid
PLD1,pidolic-acid
DHH,pidolic-acid
AKT1,pidolic-acid
CDK2,pidolic-acid
PARP3,pidolic-acid
PLK1,pidolic-acid
ATM,pidolic-acid
IMPDH1,pidolic-acid
TUBB3,pidolic-acid
BRAF,pidolic-acid
HBB,pidolic-acid
LYN,pidolic-acid
ANXA1,pidolic-acid
CCR1,pidolic-acid
ALK,pidolic-acid
HDAC3,pidolic-acid
PTGIR,pidolic-acid
RPL23A,pidolic-acid
FLT3,pidolic-acid
MME,pidolic-acid
CTSG,pidolic-acid
PAK4,pidolic-acid
GPR119,pidolic-acid
SCNN1G,pidolic-acid
GJB4,pidolic-acid
S1PR4,pidolic-acid
IL1B,pidolic-acid
F10,pidolic-acid
ELANE,pidolic-acid
RPL3,pidolic-acid
ERBB2,pidolic-acid
AKR1B1,pidolic-acid
GUCY1B1,pidolic-acid
ADRA2B,pidolic-acid
HCK,pidolic-acid
P3H1,pidolic-acid
CA5A,pidolic-acid
DCK,pidolic-acid
TNF,pidolic-acid
RNASE1,pidolic-acid
PTGIS,pidolic-acid
PRKCE,pidolic-acid
FPR1,pidolic-acid
FGF1,pidolic-acid
CDK9,pidolic-acid
KDR,pidolic-acid
EDNRB,pidolic-acid
ASIC1,pidolic-acid
JAK1,pidolic-acid
PLA2G1B,pidolic-acid
BRD4,pidolic-acid
TUBB,pidolic-acid
AGER,pidolic-acid
S1PR2,pidolic-acid
PDE4D,pidolic-acid
CHEK2,pidolic-acid
PAK1,pidolic-acid
HDAC6,pidolic-acid
DYRK1B,pidolic-acid
USP1,pidolic-acid
CYP1A2,pidolic-acid
CACNG1,pidolic-acid
HTR2C,pidolic-acid
DNMT3A,pidolic-acid
PORCN,pidolic-acid
GAA,pidolic-acid
PRKCB,pidolic-acid
PTK2B,pidolic-acid
CLK1,pidolic-acid
CACNA2D3,pidolic-acid
HSD11B1,pidolic-acid
HTR3A,pidolic-acid
ADA,pidolic-acid
PDE3A,pidolic-acid
NTRK1,pidolic-acid
LCK,pidolic-acid
KCNH7,pidolic-acid
SIRT2,pidolic-acid
P2RY12,pidolic-acid
HIF1A,triamterene
CATSPER4,triamterene
DDR2,triamterene
OPRL1,triamterene
SLC7A11,triamterene
FFAR2,triamterene
KCNMA1,triamterene
HRH4,triamterene
GHSR,triamterene
ALDH2,triamterene
COMT,triamterene
PTPN2,triamterene
KCNQ2,triamterene
ITGB2,triamterene
S1PR1,triamterene
FOXM1,triamterene
MAPK14,triamterene
SLCO2B1,triamterene
KCNN4,triamterene
GRIN2A,triamterene
CACNB4,triamterene
HSP90AB1,triamterene
CSK,triamterene
AKR1C1,triamterene
CHRM2,triamterene
TGFBR1,triamterene
TGM2,triamterene
CDK4,triamterene
LPAR1,triamterene
CHRM3,triamterene
UGT1A9,triamterene
HPGDS,triamterene
ADORA2A,triamterene
CCND1,triamterene
KCNN1,triamterene
ABL1,triamterene
SSTR2,triamterene
HSP90AA1,triamterene
TUBB4B,triamterene
EZH2,triamterene
PNLIP,triamterene
CYP2A6,triamterene
CSF1R,triamterene
S100B,triamterene
PDE7A,triamterene
AURKB,triamterene
CDC25A,triamterene
KCNK1,triamterene
CA14,triamterene
ICAM1,triamterene
GPR55,triamterene
OPRM1,triamterene
VEGFA,triamterene
ADH1C,triamterene
KCTD16,triamterene
CYP3A4,triamterene
AVPR1A,triamterene
MAPK8,triamterene
TNNC1,triamterene
GABRB2,triamterene
MMP2,triamterene
RET,triamterene
NAMPT,triamterene
CASP3,triamterene
KRAS,triamterene
BTK,triamterene
SLC29A1,triamterene
FFAR4,triamterene
PPARD,triamterene
BAX,triamterene
RGS4,triamterene
CDK7,triamterene
PPAT,triamterene
KCNJ1,triamterene
ATP5F1D,triamterene
PDPK1,triamterene
IGF1R,triamterene
MET,triamterene
GLRA3,triamterene
PIK3CG,triamterene
TBXAS1,triamterene
PLD1,triamterene
DHH,triamterene
AKT1,triamterene
CDK2,triamterene
PARP3,triamterene
PLK1,triamterene
ATM,triamterene
IMPDH1,triamterene
TUBB3,triamterene
BRAF,triamterene
HBB,triamterene
LYN,triamterene
ANXA1,triamterene
CCR1,triamterene
ALK,triamterene
HDAC3,triamterene
PTGIR,triamterene
