gene,compound
LYN,pyrrolidine-dithiocarbamate
ANXA1,pyrrolidine-dithiocarbamate
CCR1,pyrrolidine-dithiocarbamate
RPL23A,pyrrolidine-dithiocarbamate
FLT3,pyrrolidine-dithiocarbamate
MME,pyrrolidine-dithiocarbamate
CTSG,pyrrolidine-dithiocarbamate
PAK4,pyrrolidine-dithiocarbamate
GPR119,pyrrolidine-dithiocarbamate
SCNN1G,pyrrolidine-dithiocarbamate
S1PR4,pyrrolidine-dithiocarbamate
ELANE,pyrrolidine-dithiocarbamate
RPL3,pyrrolidine-dithiocarbamate
ERBB2,pyrrolidine-dithiocarbamate
AKR1B1,pyrrolidine-dithiocarbamate
CA5A,pyrrolidine-dithiocarbamate
DCK,pyrrolidine-dithiocarbamate
TNF,pyrrolidine-dithiocarbamate
PTGIS,pyrrolidine-dithiocarbamate
PRKCE,pyrrolidine-dithiocarbamate
FPR1,pyrrolidine-dithiocarbamate
FGF1,pyrrolidine-dithiocarbamate
CDK9,pyrrolidine-dithiocarbamate
KDR,pyrrolidine-dithiocarbamate
EDNRB,pyrrolidine-dithiocarbamate
JAK1,pyrrolidine-dithiocarbamate
PLA2G1B,pyrrolidine-dithiocarbamate
BRD4,pyrrolidine-dithiocarbamate
AGER,pyrrolidine-dithiocarbamate
S1PR2,pyrrolidine-dithiocarbamate
PDE4D,pyrrolidine-dithiocarbamate
USP1,pyrrolidine-dithiocarbamate
CACNG1,pyrrolidine-dithiocarbamate
HTR2C,pyrrolidine-dithiocarbamate
GAA,pyrrolidine-dithiocarbamate
CLK1,pyrrolidine-dithiocarbamate
CACNA2D3,pyrrolidine-dithiocarbamate
HSD11B1,pyrrolidine-dithiocarbamate
HTR3A,pyrrolidine-dithiocarbamate
ADA,pyrrolidine-dithiocarbamate
LCK,pyrrolidine-dithiocarbamate
KCNH7,pyrrolidine-dithiocarbamate
SIRT2,pyrrolidine-dithiocarbamate
HIF1A,PF-915275
DDR2,PF-915275
OPRL1,PF-915275
FFAR2,PF-915275
KCNMA1,PF-915275
HRH4,PF-915275
GHSR,PF-915275
COMT,PF-915275
ITGB2,PF-915275
S1PR1,PF-915275
FOXM1,PF-915275
KCNN4,PF-915275
GRIN2A,PF-915275
HSP90AB1,PF-915275
CHRM2,PF-915275
TGM2,PF-915275
CDK4,PF-915275
UGT1A9,PF-915275
HPGDS,PF-915275
ADORA2A,PF-915275
CCND1,PF-915275
KCNN1,PF-915275
ABL1,PF-915275
HSP90AA1,PF-915275
EZH2,PF-915275
PNLIP,PF-915275
CYP2A6,PF-915275
S100B,PF-915275
AURKB,PF-915275
KCNK1,PF-915275
ICAM1,PF-915275
GPR55,PF-915275
CYP3A4,PF-915275
MAPK8,PF-915275
TNNC1,PF-915275
MMP2,PF-915275
NAMPT,PF-915275
KRAS,PF-915275
BTK,PF-915275
SLC29A1,PF-915275
PPARD,PF-915275
BAX,PF-915275
RGS4,PF-915275
CDK7,PF-915275
PDPK1,PF-915275
IGF1R,PF-915275
TBXAS1,PF-915275
PLD1,PF-915275
DHH,PF-915275
PARP3,PF-915275
PLK1,PF-915275
BRAF,PF-915275
HBB,PF-915275
LYN,PF-915275
ANXA1,PF-915275
CCR1,PF-915275
ALK,PF-915275
PTGIR,PF-915275
MME,PF-915275
CTSG,PF-915275
PAK4,PF-915275
GPR119,PF-915275
S1PR4,PF-915275
IL1B,PF-915275
ELANE,PF-915275
RPL3,PF-915275
ADRA2B,PF-915275
HCK,PF-915275
P3H1,PF-915275
DCK,PF-915275
TNF,PF-915275
RNASE1,PF-915275
PTGIS,PF-915275
PRKCE,PF-915275
KDR,PF-915275
EDNRB,PF-915275
AGER,PF-915275
S1PR2,PF-915275
PDE4D,PF-915275
HDAC6,PF-915275
DYRK1B,PF-915275
USP1,PF-915275
CYP1A2,PF-915275
CACNG1,PF-915275
HTR2C,PF-915275
DNMT3A,PF-915275
PORCN,PF-915275
PRKCB,PF-915275
PTK2B,PF-915275
CLK1,PF-915275
CACNA2D3,PF-915275
HSD11B1,PF-915275
PDE3A,PF-915275
NTRK1,PF-915275
LCK,PF-915275
KCNH7,PF-915275
SIRT2,PF-915275
P2RY12,PF-915275
CATSPER4,JTE-013
DDR2,JTE-013
OPRL1,JTE-013
SLC7A11,JTE-013
FFAR2,JTE-013
KCNMA1,JTE-013
HRH4,JTE-013
GHSR,JTE-013
ALDH2,JTE-013
COMT,JTE-013
PTPN2,JTE-013
KCNQ2,JTE-013
S1PR1,JTE-013
FOXM1,JTE-013
MAPK14,JTE-013
SLCO2B1,JTE-013
KCNN4,JTE-013
GRIN2A,JTE-013
CACNB4,JTE-013
CSK,JTE-013
AKR1C1,JTE-013
CHRM2,JTE-013
TGFBR1,JTE-013
TGM2,JTE-013
LPAR1,JTE-013
CHRM3,JTE-013
HPGDS,JTE-013
CCND1,JTE-013
KCNN1,JTE-013
SSTR2,JTE-013
TUBB4B,JTE-013
CYP2A6,JTE-013
CSF1R,JTE-013
S100B,JTE-013
PDE7A,JTE-013
AURKB,JTE-013
CDC25A,JTE-013
CA14,JTE-013
GPR55,JTE-013
VEGFA,JTE-013
ADH1C,JTE-013
KCTD16,JTE-013
CYP3A4,JTE-013
AVPR1A,JTE-013
MAPK8,JTE-013
TNNC1,JTE-013
GABRB2,JTE-013
NAMPT,JTE-013
CASP3,JTE-013
KRAS,JTE-013
BTK,JTE-013
RGS4,JTE-013
CDK7,JTE-013
PPAT,JTE-013
KCNJ1,JTE-013
ATP5F1D,JTE-013
IGF1R,JTE-013
PIK3CG,JTE-013
TBXAS1,JTE-013
PLD1,JTE-013
PARP3,JTE-013
PLK1,JTE-013
ATM,JTE-013
IMPDH1,JTE-013
BRAF,JTE-013
LYN,JTE-013
ALK,JTE-013
HDAC3,JTE-013
RPL23A,JTE-013
MME,JTE-013
S1PR4,JTE-013
F10,JTE-013
ELANE,JTE-013
ERBB2,JTE-013
AKR1B1,JTE-013
ADRA2B,JTE-013
HCK,JTE-013
P3H1,JTE-013
CA5A,JTE-013
DCK,JTE-013
TNF,JTE-013
RNASE1,JTE-013
PTGIS,JTE-013
FGF1,JTE-013
JAK1,JTE-013
PLA2G1B,JTE-013
CHEK2,JTE-013
PAK1,JTE-013
HDAC6,JTE-013
CACNG1,JTE-013
HTR2C,JTE-013
DNMT3A,JTE-013
PORCN,JTE-013
GAA,JTE-013
PRKCB,JTE-013
PTK2B,JTE-013
HTR3A,JTE-013
ADA,JTE-013
PDE3A,JTE-013
NTRK1,JTE-013
SIRT2,JTE-013
P2RY12,JTE-013
HIF1A,sodium-butyrate
CATSPER4,sodium-butyrate
DDR2,sodium-butyrate
OPRL1,sodium-butyrate
SLC7A11,sodium-butyrate
FFAR2,sodium-butyrate
KCNMA1,sodium-butyrate
HRH4,sodium-butyrate
GHSR,sodium-butyrate
COMT,sodium-butyrate
PTPN2,sodium-butyrate
KCNQ2,sodium-butyrate
S1PR1,sodium-butyrate
MAPK14,sodium-butyrate
KCNN4,sodium-butyrate
GRIN2A,sodium-butyrate
CHRM2,sodium-butyrate
TGFBR1,sodium-butyrate
CHRM3,sodium-butyrate
HPGDS,sodium-butyrate
KCNN1,sodium-butyrate
SSTR2,sodium-butyrate
HSP90AA1,sodium-butyrate
EZH2,sodium-butyrate
CYP2A6,sodium-butyrate
S100B,sodium-butyrate
PDE7A,sodium-butyrate
CDC25A,sodium-butyrate
KCNK1,sodium-butyrate
CA14,sodium-butyrate
ICAM1,sodium-butyrate
GPR55,sodium-butyrate
OPRM1,sodium-butyrate
VEGFA,sodium-butyrate
AVPR1A,sodium-butyrate
MAPK8,sodium-butyrate
TNNC1,sodium-butyrate
GABRB2,sodium-butyrate
RET,sodium-butyrate
NAMPT,sodium-butyrate
SLC29A1,sodium-butyrate
FFAR4,sodium-butyrate
PPARD,sodium-butyrate
BAX,sodium-butyrate
ATP5F1D,sodium-butyrate
PDPK1,sodium-butyrate
MET,sodium-butyrate
GLRA3,sodium-butyrate
PIK3CG,sodium-butyrate
PLD1,sodium-butyrate
DHH,sodium-butyrate
AKT1,sodium-butyrate
CDK2,sodium-butyrate
PARP3,sodium-butyrate
PLK1,sodium-butyrate
IMPDH1,sodium-butyrate
TUBB3,sodium-butyrate
LYN,sodium-butyrate
ALK,sodium-butyrate
FLT3,sodium-butyrate
MME,sodium-butyrate
PAK4,sodium-butyrate
GPR119,sodium-butyrate
SCNN1G,sodium-butyrate
S1PR4,sodium-butyrate
ELANE,sodium-butyrate
RPL3,sodium-butyrate
AKR1B1,sodium-butyrate
GUCY1B1,sodium-butyrate
DCK,sodium-butyrate
PTGIS,sodium-butyrate
KDR,sodium-butyrate
EDNRB,sodium-butyrate
JAK1,sodium-butyrate
PLA2G1B,sodium-butyrate
TUBB,sodium-butyrate
S1PR2,sodium-butyrate
CHEK2,sodium-butyrate
PAK1,sodium-butyrate
HDAC6,sodium-butyrate
USP1,sodium-butyrate
CACNG1,sodium-butyrate
DNMT3A,sodium-butyrate
PRKCB,sodium-butyrate
CLK1,sodium-butyrate
CACNA2D3,sodium-butyrate
HSD11B1,sodium-butyrate
LCK,sodium-butyrate
CATSPER4,pentostatin
DDR2,pentostatin
FFAR2,pentostatin
KCNMA1,pentostatin
COMT,pentostatin
PTPN2,pentostatin
KCNQ2,pentostatin
ITGB2,pentostatin
FOXM1,pentostatin
SLCO2B1,pentostatin
GRIN2A,pentostatin
CACNB4,pentostatin
CSK,pentostatin
AKR1C1,pentostatin
LPAR1,pentostatin
HPGDS,pentostatin
ADORA2A,pentostatin
CCND1,pentostatin
EZH2,pentostatin
PNLIP,pentostatin
CYP2A6,pentostatin
S100B,pentostatin
KCNK1,pentostatin
ICAM1,pentostatin
GPR55,pentostatin
VEGFA,pentostatin
ADH1C,pentostatin
AVPR1A,pentostatin
TNNC1,pentostatin
GABRB2,pentostatin
MMP2,pentostatin
RET,pentostatin
NAMPT,pentostatin
CASP3,pentostatin
BTK,pentostatin
SLC29A1,pentostatin
BAX,pentostatin
CDK7,pentostatin
PPAT,pentostatin
KCNJ1,pentostatin
GLRA3,pentostatin
TBXAS1,pentostatin
AKT1,pentostatin
CDK2,pentostatin
ATM,pentostatin
TUBB3,pentostatin
BRAF,pentostatin
HBB,pentostatin
ANXA1,pentostatin
ALK,pentostatin
HDAC3,pentostatin
FLT3,pentostatin
CTSG,pentostatin
PAK4,pentostatin
SCNN1G,pentostatin
GJB4,pentostatin
S1PR4,pentostatin
ELANE,pentostatin
RPL3,pentostatin
AKR1B1,pentostatin
GUCY1B1,pentostatin
CA5A,pentostatin
DCK,pentostatin
TNF,pentostatin
PRKCE,pentostatin
FPR1,pentostatin
FGF1,pentostatin
CDK9,pentostatin
EDNRB,pentostatin
JAK1,pentostatin
PLA2G1B,pentostatin
AGER,pentostatin
S1PR2,pentostatin
PDE4D,pentostatin
PAK1,pentostatin
DYRK1B,pentostatin
HTR2C,pentostatin
PORCN,pentostatin
GAA,pentostatin
PRKCB,pentostatin
HSD11B1,pentostatin
HTR3A,pentostatin
PDE3A,pentostatin
NTRK1,pentostatin
LCK,pentostatin
SIRT2,pentostatin
P2RY12,pentostatin
CATSPER4,OMDM-2
OPRL1,OMDM-2
FFAR2,OMDM-2
HRH4,OMDM-2
GHSR,OMDM-2
PTPN2,OMDM-2
KCNQ2,OMDM-2
MAPK14,OMDM-2
GRIN2A,OMDM-2
HSP90AB1,OMDM-2
CSK,OMDM-2
AKR1C1,OMDM-2
CHRM2,OMDM-2
CDK4,OMDM-2
LPAR1,OMDM-2
UGT1A9,OMDM-2
HPGDS,OMDM-2
CCND1,OMDM-2
KCNN1,OMDM-2
SSTR2,OMDM-2
TUBB4B,OMDM-2
PNLIP,OMDM-2
CYP2A6,OMDM-2
CSF1R,OMDM-2
PDE7A,OMDM-2
AURKB,OMDM-2
KCNK1,OMDM-2
CA14,OMDM-2
ICAM1,OMDM-2
GPR55,OMDM-2
VEGFA,OMDM-2
ADH1C,OMDM-2
KCTD16,OMDM-2
CYP3A4,OMDM-2
AVPR1A,OMDM-2
MAPK8,OMDM-2
NAMPT,OMDM-2
KRAS,OMDM-2
SLC29A1,OMDM-2
PPARD,OMDM-2
RGS4,OMDM-2
CDK7,OMDM-2
PPAT,OMDM-2
ATP5F1D,OMDM-2
MET,OMDM-2
GLRA3,OMDM-2
TBXAS1,OMDM-2
PLD1,OMDM-2
DHH,OMDM-2
AKT1,OMDM-2
PARP3,OMDM-2
IMPDH1,OMDM-2
TUBB3,OMDM-2
LYN,OMDM-2
CCR1,OMDM-2
ALK,OMDM-2
HDAC3,OMDM-2
RPL23A,OMDM-2
FLT3,OMDM-2
PAK4,OMDM-2
GPR119,OMDM-2
SCNN1G,OMDM-2
GJB4,OMDM-2
IL1B,OMDM-2
ELANE,OMDM-2
RPL3,OMDM-2
ERBB2,OMDM-2
AKR1B1,OMDM-2
GUCY1B1,OMDM-2
HCK,OMDM-2
DCK,OMDM-2
TNF,OMDM-2
RNASE1,OMDM-2
PTGIS,OMDM-2
FPR1,OMDM-2
FGF1,OMDM-2
CDK9,OMDM-2
KDR,OMDM-2
EDNRB,OMDM-2
ASIC1,OMDM-2
JAK1,OMDM-2
PLA2G1B,OMDM-2
AGER,OMDM-2
S1PR2,OMDM-2
PDE4D,OMDM-2
HDAC6,OMDM-2
DYRK1B,OMDM-2
USP1,OMDM-2
HTR2C,OMDM-2
DNMT3A,OMDM-2
CLK1,OMDM-2
CACNA2D3,OMDM-2
LCK,OMDM-2
KCNH7,OMDM-2
SIRT2,OMDM-2
P2RY12,OMDM-2
CATSPER4,nalmefene
DDR2,nalmefene
FFAR2,nalmefene
KCNMA1,nalmefene
HRH4,nalmefene
GHSR,nalmefene
ALDH2,nalmefene
PTPN2,nalmefene
KCNQ2,nalmefene
FOXM1,nalmefene
KCNN4,nalmefene
GRIN2A,nalmefene
CSK,nalmefene
CHRM2,nalmefene
TGM2,nalmefene
CDK4,nalmefene
CHRM3,nalmefene
UGT1A9,nalmefene
HPGDS,nalmefene
CCND1,nalmefene
ABL1,nalmefene
SSTR2,nalmefene
TUBB4B,nalmefene
EZH2,nalmefene
PNLIP,nalmefene
CYP2A6,nalmefene
CSF1R,nalmefene
S100B,nalmefene
PDE7A,nalmefene
AURKB,nalmefene
ICAM1,nalmefene
OPRM1,nalmefene
VEGFA,nalmefene
ADH1C,nalmefene
KCTD16,nalmefene
CYP3A4,nalmefene
MAPK8,nalmefene
TNNC1,nalmefene
GABRB2,nalmefene
RET,nalmefene
NAMPT,nalmefene
KRAS,nalmefene
SLC29A1,nalmefene
FFAR4,nalmefene
PPARD,nalmefene
BAX,nalmefene
RGS4,nalmefene
CDK7,nalmefene
PPAT,nalmefene
KCNJ1,nalmefene
ATP5F1D,nalmefene
PDPK1,nalmefene
IGF1R,nalmefene
MET,nalmefene
GLRA3,nalmefene
TBXAS1,nalmefene
PLD1,nalmefene
DHH,nalmefene
CDK2,nalmefene
PARP3,nalmefene
ATM,nalmefene
BRAF,nalmefene
HBB,nalmefene
ANXA1,nalmefene
CCR1,nalmefene
HDAC3,nalmefene
PTGIR,nalmefene
RPL23A,nalmefene
FLT3,nalmefene
CTSG,nalmefene
PAK4,nalmefene
GPR119,nalmefene
SCNN1G,nalmefene
GJB4,nalmefene
S1PR4,nalmefene
F10,nalmefene
ERBB2,nalmefene
GUCY1B1,nalmefene
ADRA2B,nalmefene
HCK,nalmefene
P3H1,nalmefene
CA5A,nalmefene
DCK,nalmefene
TNF,nalmefene
FPR1,nalmefene
EDNRB,nalmefene
ASIC1,nalmefene
JAK1,nalmefene
PLA2G1B,nalmefene
BRD4,nalmefene
TUBB,nalmefene
AGER,nalmefene
PAK1,nalmefene
HTR2C,nalmefene
PORCN,nalmefene
GAA,nalmefene
PRKCB,nalmefene
PTK2B,nalmefene
CLK1,nalmefene
HTR3A,nalmefene
PDE3A,nalmefene
LCK,nalmefene
KCNH7,nalmefene
SIRT2,nalmefene
P2RY12,nalmefene
HIF1A,1-EBIO
CATSPER4,1-EBIO
OPRL1,1-EBIO
SLC7A11,1-EBIO
FFAR2,1-EBIO
KCNMA1,1-EBIO
HRH4,1-EBIO
GHSR,1-EBIO
ALDH2,1-EBIO
PTPN2,1-EBIO
ITGB2,1-EBIO
MAPK14,1-EBIO
GRIN2A,1-EBIO
CACNB4,1-EBIO
CSK,1-EBIO
AKR1C1,1-EBIO
TGFBR1,1-EBIO
TGM2,1-EBIO
CDK4,1-EBIO
LPAR1,1-EBIO
CHRM3,1-EBIO
HPGDS,1-EBIO
ADORA2A,1-EBIO
CCND1,1-EBIO
KCNN1,1-EBIO
HSP90AA1,1-EBIO
TUBB4B,1-EBIO
EZH2,1-EBIO
CYP2A6,1-EBIO
CSF1R,1-EBIO
AURKB,1-EBIO
CDC25A,1-EBIO
ICAM1,1-EBIO
VEGFA,1-EBIO
ADH1C,1-EBIO
KCTD16,1-EBIO
CYP3A4,1-EBIO
AVPR1A,1-EBIO
MAPK8,1-EBIO
TNNC1,1-EBIO
KRAS,1-EBIO
BTK,1-EBIO
SLC29A1,1-EBIO
PPARD,1-EBIO
RGS4,1-EBIO
CDK7,1-EBIO
PPAT,1-EBIO
KCNJ1,1-EBIO
ATP5F1D,1-EBIO
PDPK1,1-EBIO
IGF1R,1-EBIO
GLRA3,1-EBIO
PIK3CG,1-EBIO
TBXAS1,1-EBIO
CDK2,1-EBIO
PARP3,1-EBIO
PLK1,1-EBIO
ATM,1-EBIO
TUBB3,1-EBIO
HBB,1-EBIO
LYN,1-EBIO
ANXA1,1-EBIO
PTGIR,1-EBIO
RPL23A,1-EBIO
MME,1-EBIO
PAK4,1-EBIO
SCNN1G,1-EBIO
F10,1-EBIO
RPL3,1-EBIO
ERBB2,1-EBIO
AKR1B1,1-EBIO
GUCY1B1,1-EBIO
ADRA2B,1-EBIO
CA5A,1-EBIO
FPR1,1-EBIO
CDK9,1-EBIO
KDR,1-EBIO
JAK1,1-EBIO
PLA2G1B,1-EBIO
BRD4,1-EBIO
S1PR2,1-EBIO
CHEK2,1-EBIO
DYRK1B,1-EBIO
USP1,1-EBIO
DNMT3A,1-EBIO
CACNA2D3,1-EBIO
PDE3A,1-EBIO
NTRK1,1-EBIO
LCK,1-EBIO
KCNH7,1-EBIO
P2RY12,1-EBIO
HIF1A,SB-505124
DDR2,SB-505124
SLC7A11,SB-505124
FFAR2,SB-505124
KCNMA1,SB-505124
GHSR,SB-505124
COMT,SB-505124
KCNQ2,SB-505124
ITGB2,SB-505124
S1PR1,SB-505124
FOXM1,SB-505124
GRIN2A,SB-505124
CACNB4,SB-505124
HSP90AB1,SB-505124
CSK,SB-505124
CHRM2,SB-505124
CDK4,SB-505124
LPAR1,SB-505124
CHRM3,SB-505124
UGT1A9,SB-505124
ADORA2A,SB-505124
CCND1,SB-505124
KCNN1,SB-505124
SSTR2,SB-505124
HSP90AA1,SB-505124
TUBB4B,SB-505124
EZH2,SB-505124
CSF1R,SB-505124
PDE7A,SB-505124
AURKB,SB-505124
CDC25A,SB-505124
KCNK1,SB-505124
GPR55,SB-505124
OPRM1,SB-505124
VEGFA,SB-505124
ADH1C,SB-505124
CYP3A4,SB-505124
MAPK8,SB-505124
TNNC1,SB-505124
GABRB2,SB-505124
MMP2,SB-505124
RET,SB-505124
CASP3,SB-505124
KRAS,SB-505124
FFAR4,SB-505124
KCNJ1,SB-505124
ATP5F1D,SB-505124
PDPK1,SB-505124
MET,SB-505124
GLRA3,SB-505124
PIK3CG,SB-505124
TBXAS1,SB-505124
PLD1,SB-505124
DHH,SB-505124
AKT1,SB-505124
ATM,SB-505124
TUBB3,SB-505124
HBB,SB-505124
LYN,SB-505124
ANXA1,SB-505124
CCR1,SB-505124
ALK,SB-505124
PTGIR,SB-505124
CTSG,SB-505124
GJB4,SB-505124
IL1B,SB-505124
RPL3,SB-505124
ERBB2,SB-505124
GUCY1B1,SB-505124
ADRA2B,SB-505124
HCK,SB-505124
P3H1,SB-505124
CA5A,SB-505124
DCK,SB-505124
RNASE1,SB-505124
PTGIS,SB-505124
PRKCE,SB-505124
CDK9,SB-505124
JAK1,SB-505124
BRD4,SB-505124
TUBB,SB-505124
AGER,SB-505124
S1PR2,SB-505124
PDE4D,SB-505124
CHEK2,SB-505124
HDAC6,SB-505124
DYRK1B,SB-505124
USP1,SB-505124
CACNG1,SB-505124
DNMT3A,SB-505124
PORCN,SB-505124
PRKCB,SB-505124
PTK2B,SB-505124
HSD11B1,SB-505124
NTRK1,SB-505124
SIRT2,SB-505124
P2RY12,SB-505124
HIF1A,prasugrel
DDR2,prasugrel
KCNMA1,prasugrel
PTPN2,prasugrel
KCNQ2,prasugrel
ITGB2,prasugrel
S1PR1,prasugrel
KCNN4,prasugrel
CSK,prasugrel
AKR1C1,prasugrel
CHRM2,prasugrel
CHRM3,prasugrel
UGT1A9,prasugrel
HPGDS,prasugrel
HSP90AA1,prasugrel
TUBB4B,prasugrel
EZH2,prasugrel
CYP2A6,prasugrel
CSF1R,prasugrel
AURKB,prasugrel
CDC25A,prasugrel
KCNK1,prasugrel
CA14,prasugrel
OPRM1,prasugrel
VEGFA,prasugrel
ADH1C,prasugrel
KCTD16,prasugrel
CYP3A4,prasugrel
MAPK8,prasugrel
MMP2,prasugrel
RET,prasugrel
NAMPT,prasugrel
CASP3,prasugrel
KRAS,prasugrel
BTK,prasugrel
PPARD,prasugrel
BAX,prasugrel
CDK7,prasugrel
PPAT,prasugrel
ATP5F1D,prasugrel
MET,prasugrel
GLRA3,prasugrel
PIK3CG,prasugrel
TBXAS1,prasugrel
PLD1,prasugrel
AKT1,prasugrel
PARP3,prasugrel
TUBB3,prasugrel
BRAF,prasugrel
HBB,prasugrel
LYN,prasugrel
CCR1,prasugrel
PTGIR,prasugrel
MME,prasugrel
CTSG,prasugrel
GPR119,prasugrel
SCNN1G,prasugrel
S1PR4,prasugrel
IL1B,prasugrel
F10,prasugrel
RPL3,prasugrel
GUCY1B1,prasugrel
ADRA2B,prasugrel
HCK,prasugrel
DCK,prasugrel
TNF,prasugrel
FPR1,prasugrel
KDR,prasugrel
EDNRB,prasugrel
ASIC1,prasugrel
JAK1,prasugrel
TUBB,prasugrel
AGER,prasugrel
S1PR2,prasugrel
CHEK2,prasugrel
PAK1,prasugrel
USP1,prasugrel
CACNG1,prasugrel
HTR2C,prasugrel
DNMT3A,prasugrel
PORCN,prasugrel
PRKCB,prasugrel
PTK2B,prasugrel
CLK1,prasugrel
HTR3A,prasugrel
ADA,prasugrel
PDE3A,prasugrel
NTRK1,prasugrel
LCK,prasugrel
KCNH7,prasugrel
SIRT2,prasugrel
P2RY12,prasugrel
CATSPER4,pidolic-acid
SLC7A11,pidolic-acid
FFAR2,pidolic-acid
HRH4,pidolic-acid
GHSR,pidolic-acid
ALDH2,pidolic-acid
PTPN2,pidolic-acid
KCNQ2,pidolic-acid
FOXM1,pidolic-acid
SLCO2B1,pidolic-acid
KCNN4,pidolic-acid
GRIN2A,pidolic-acid
CACNB4,pidolic-acid
HSP90AB1,pidolic-acid
CDK4,pidolic-acid
UGT1A9,pidolic-acid
HPGDS,pidolic-acid
CCND1,pidolic-acid
KCNN1,pidolic-acid
ABL1,pidolic-acid
TUBB4B,pidolic-acid
CYP2A6,pidolic-acid
S100B,pidolic-acid
AURKB,pidolic-acid
CDC25A,pidolic-acid
KCNK1,pidolic-acid
CA14,pidolic-acid
ICAM1,pidolic-acid
GPR55,pidolic-acid
OPRM1,pidolic-acid
ADH1C,pidolic-acid
MAPK8,pidolic-acid
TNNC1,pidolic-acid
GABRB2,pidolic-acid
MMP2,pidolic-acid
NAMPT,pidolic-acid
BTK,pidolic-acid
SLC29A1,pidolic-acid
FFAR4,pidolic-acid
PPARD,pidolic-acid
BAX,pidolic-acid
CDK7,pidolic-acid
KCNJ1,pidolic-acid
ATP5F1D,pidolic-acid
PDPK1,pidolic-acid
IGF1R,pidolic-acid
MET,pidolic-acid
PIK3CG,pidolic-acid
TBXAS1,pidolic-acid
PLD1,pidolic-acid
CDK2,pidolic-acid
PARP3,pidolic-acid
PLK1,pidolic-acid
ATM,pidolic-acid
LYN,pidolic-acid
ALK,pidolic-acid
HDAC3,pidolic-acid
RPL23A,pidolic-acid
FLT3,pidolic-acid
PAK4,pidolic-acid
SCNN1G,pidolic-acid
S1PR4,pidolic-acid
IL1B,pidolic-acid
RPL3,pidolic-acid
GUCY1B1,pidolic-acid
ADRA2B,pidolic-acid
HCK,pidolic-acid
P3H1,pidolic-acid
DCK,pidolic-acid
TNF,pidolic-acid
PTGIS,pidolic-acid
PRKCE,pidolic-acid
FPR1,pidolic-acid
FGF1,pidolic-acid
ASIC1,pidolic-acid
JAK1,pidolic-acid
BRD4,pidolic-acid
TUBB,pidolic-acid
AGER,pidolic-acid
S1PR2,pidolic-acid
PDE4D,pidolic-acid
CYP1A2,pidolic-acid
CACNG1,pidolic-acid
HTR2C,pidolic-acid
PORCN,pidolic-acid
HTR3A,pidolic-acid
ADA,pidolic-acid
KCNH7,pidolic-acid
SIRT2,pidolic-acid
P2RY12,pidolic-acid
HIF1A,nevirapine
CATSPER4,nevirapine
OPRL1,nevirapine
SLC7A11,nevirapine
KCNMA1,nevirapine
HRH4,nevirapine
ALDH2,nevirapine
S1PR1,nevirapine
FOXM1,nevirapine
MAPK14,nevirapine
GRIN2A,nevirapine
HSP90AB1,nevirapine
CSK,nevirapine
CHRM2,nevirapine
TGFBR1,nevirapine
CDK4,nevirapine
LPAR1,nevirapine
CHRM3,nevirapine
HPGDS,nevirapine
CCND1,nevirapine
KCNN1,nevirapine
SSTR2,nevirapine
HSP90AA1,nevirapine
EZH2,nevirapine
S100B,nevirapine
PDE7A,nevirapine
CDC25A,nevirapine
CA14,nevirapine
ICAM1,nevirapine
GPR55,nevirapine
VEGFA,nevirapine
KCTD16,nevirapine
CYP3A4,nevirapine
AVPR1A,nevirapine
MAPK8,nevirapine
TNNC1,nevirapine
GABRB2,nevirapine
MMP2,nevirapine
RET,nevirapine
CASP3,nevirapine
KRAS,nevirapine
FFAR4,nevirapine
BAX,nevirapine
CDK7,nevirapine
PPAT,nevirapine
ATP5F1D,nevirapine
PDPK1,nevirapine
IGF1R,nevirapine
TBXAS1,nevirapine
AKT1,nevirapine
CDK2,nevirapine
PARP3,nevirapine
PLK1,nevirapine
IMPDH1,nevirapine
BRAF,nevirapine
CCR1,nevirapine
ALK,nevirapine
PTGIR,nevirapine
RPL23A,nevirapine
FLT3,nevirapine
MME,nevirapine
CTSG,nevirapine
PAK4,nevirapine
GPR119,nevirapine
SCNN1G,nevirapine
IL1B,nevirapine
F10,nevirapine
ELANE,nevirapine
RPL3,nevirapine
AKR1B1,nevirapine
GUCY1B1,nevirapine
ADRA2B,nevirapine
HCK,nevirapine
CA5A,nevirapine
TNF,nevirapine
PTGIS,nevirapine
PRKCE,nevirapine
FPR1,nevirapine
FGF1,nevirapine
CDK9,nevirapine
KDR,nevirapine
EDNRB,nevirapine
ASIC1,nevirapine
JAK1,nevirapine
BRD4,nevirapine
S1PR2,nevirapine
PDE4D,nevirapine
CHEK2,nevirapine
HDAC6,nevirapine
DYRK1B,nevirapine
CYP1A2,nevirapine
CACNG1,nevirapine
HTR2C,nevirapine
DNMT3A,nevirapine
GAA,nevirapine
PRKCB,nevirapine
CLK1,nevirapine
CACNA2D3,nevirapine
HSD11B1,nevirapine
ADA,nevirapine
PDE3A,nevirapine
KCNH7,nevirapine
P2RY12,nevirapine
HIF1A,triamterene
CATSPER4,triamterene
DDR2,triamterene
OPRL1,triamterene
FFAR2,triamterene
KCNMA1,triamterene
ALDH2,triamterene
COMT,triamterene
PTPN2,triamterene
KCNQ2,triamterene
FOXM1,triamterene
MAPK14,triamterene
CACNB4,triamterene
AKR1C1,triamterene
TGFBR1,triamterene
